"hospital_name","city","state","county_name","hospital_type","hospital_ownership","emergency_services","beds","trauma","mortality_national_comparison","rating"
"HENDRICK MEDICAL CENTER","ABILENE","TX","TAYLOR","Acute Care Hospitals","Voluntary non-profit - Private","True",522,"LEVEL III","Same as the National average","4.0"
"ISLAND HOSPITAL","ANACORTES","WA","SKAGIT","Acute Care Hospitals","Government - Hospital District or Authority","True",43,"LEVEL III","Same as the National average","4.0"
"MINNIE HAMILTON HEALTH CARE CENTER","GRANTSVILLE","WV","CALHOUN","Critical Access Hospitals","Voluntary non-profit - Private","True",42,"NOT AVAILABLE","Same as the National average","3.0"
"NORTH AUSTIN MEDICAL CENTER","AUSTIN","TX","TRAVIS","Acute Care Hospitals","Proprietary","True",378,"LEVEL IV","Same as the National average","4.0"
"COMMUNITY HOSPITAL","TORRINGTON","WY","GOSHEN","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"COMMUNITY HOSPITAL","TORRINGTON","WY","GOSHEN","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"TRF","Same as the National average","3.0"
"COMMUNITY HOSPITAL","TORRINGTON","WY","GOSHEN","Critical Access Hospitals","Voluntary non-profit - Private","True",69,"LEVEL III","Same as the National average","3.0"
"COMMUNITY HOSPITAL","TORRINGTON","WY","GOSHEN","Critical Access Hospitals","Voluntary non-profit - Private","True",-999,"LEVEL III","Same as the National average","3.0"
"COMMUNITY HOSPITAL","TORRINGTON","WY","GOSHEN","Critical Access Hospitals","Voluntary non-profit - Private","True",45,"LEVEL IV","Same as the National average","3.0"
"COMMUNITY HOSPITAL","TORRINGTON","WY","GOSHEN","Critical Access Hospitals","Voluntary non-profit - Private","True",458,"NOT AVAILABLE","Same as the National average","3.0"
"LINCOLN HOSPITAL","DAVENPORT","WA","LINCOLN","Critical Access Hospitals","Government - Hospital District or Authority","True",362,"LEVEL I","Not Available","3.0"
"LINCOLN HOSPITAL","DAVENPORT","WA","LINCOLN","Critical Access Hospitals","Government - Hospital District or Authority","True",60,"LEVEL V","Not Available","3.0"
"DALLAS MEDICAL CENTER","DALLAS","TX","DALLAS","Acute Care Hospitals","Proprietary","False",155,"LEVEL IV","Same as the National average","3.0"
"BOONE MEMORIAL HOSPITAL","MADISON","WV","BOONE","Critical Access Hospitals","Government - Local","True",25,"LEVEL IV","Same as the National average","3.0"
"PLATEAU MEDICAL CENTER","OAK HILL","WV","FAYETTE","Critical Access Hospitals","Proprietary","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"UTAH VALLEY HOSPITAL","PROVO","UT","UTAH","Acute Care Hospitals","Voluntary non-profit - Private","True",395,"LEVEL II","Below the National average","3.0"
"TWIN COUNTY REGIONAL HOSPITAL","GALAX","VA","GALAX CITY","Acute Care Hospitals","Voluntary non-profit - Private","True",141,"NOT AVAILABLE","Same as the National average","2.0"
"BRATTLEBORO MEMORIAL HOSPITAL","BRATTLEBORO","VT","WINDHAM","Acute Care Hospitals","Voluntary non-profit - Private","True",61,"NOT AVAILABLE","Same as the National average","4.0"
"CENTRAL WASHINGTON HOSPITAL","WENATCHEE","WA","CHELAN","Acute Care Hospitals","Voluntary non-profit - Private","True",174,"LEVEL III, LEVEL III PEDIATRIC","Below the National average","4.0"
"DALLAS REGIONAL MEDICAL CENTER","MESQUITE","TX","DALLAS","Acute Care Hospitals","Proprietary","True",202,"LEVEL IV","Same as the National average","2.0"
"CITIZENS MEDICAL CENTER","VICTORIA","TX","VICTORIA","Acute Care Hospitals","Voluntary non-profit - Other","True",88,"LEVEL IV","Above the National average","5.0"
"CITIZENS MEDICAL CENTER","VICTORIA","TX","VICTORIA","Acute Care Hospitals","Voluntary non-profit - Other","True",344,"LEVEL III","Above the National average","5.0"
"CITIZENS MEDICAL CENTER","VICTORIA","TX","VICTORIA","Acute Care Hospitals","Voluntary non-profit - Other","True",40,"NOT AVAILABLE","Above the National average","5.0"
"MEMORIAL MEDICAL CENTER","NEILLSVILLE","WI","CLARK","Critical Access Hospitals","Voluntary non-profit - Church","True",199,"NOT AVAILABLE","Not Available","3.0"
"MEMORIAL MEDICAL CENTER","NEILLSVILLE","WI","CLARK","Critical Access Hospitals","Voluntary non-profit - Church","True",25,"LEVEL IV","Not Available","3.0"
"MEMORIAL MEDICAL CENTER","NEILLSVILLE","WI","CLARK","Critical Access Hospitals","Voluntary non-profit - Church","True",35,"NOT AVAILABLE","Not Available","3.0"
"MEMORIAL MEDICAL CENTER","NEILLSVILLE","WI","CLARK","Critical Access Hospitals","Voluntary non-profit - Church","True",473,"LEVEL I","Not Available","3.0"
"SENTARA RMH MEDICAL CENTER","HARRISONBURG","VA","HARRISONBURG CITY","Acute Care Hospitals","Voluntary non-profit - Private","True",238,"NOT AVAILABLE","Above the National average","3.0"
"ENNIS REGIONAL MEDICAL CENTER","ENNIS","TX","ELLIS","Acute Care Hospitals","Proprietary","True",60,"LEVEL IV","Same as the National average","3.0"
"CARILION GILES COMMUNITY HOSPITAL","PEARISBURG","VA","GILES","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"NORTON COMMUNITY HOSPITAL","NORTON","VA","NORTON CITY","Acute Care Hospitals","Voluntary non-profit - Other","True",129,"NOT AVAILABLE","Same as the National average","4.0"
"ROLLING PLAINS MEMORIAL HOSPITAL","SWEETWATER","TX","NOLAN","Acute Care Hospitals","Government - Hospital District or Authority","True",85,"LEVEL IV","Same as the National average","4.0"
"PLATTE COUNTY MEMORIAL HOSPITAL","WHEATLAND","WY","PLATTE","Critical Access Hospitals","Government - Local","True",25,"TRF","Not Available","3.0"
"FAUQUIER HOSPITAL","WARRENTON","VA","FAUQUIER","Acute Care Hospitals","Voluntary non-profit - Private","True",97,"NOT AVAILABLE","Same as the National average","2.0"
"HSHS ST CLARE MEMORIAL HOSPITAL","OCONTO FALLS","WI","OCONTO","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL III","Same as the National average","3.0"
"TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL","ROCKWALL","TX","ROCKWALL","Acute Care Hospitals","Physician","True",50,"NOT AVAILABLE","Same as the National average","3.0"
"REYNOLDS MEMORIAL HOSPITAL","GLEN DALE","WV","MARSHALL","Acute Care Hospitals","Voluntary non-profit - Private","True",90,"LEVEL IV","Same as the National average","3.0"
"RIVERSIDE TAPPAHANNOCK HOSPITAL","TAPPAHANNOCK","VA","ESSEX","Acute Care Hospitals","Voluntary non-profit - Private","True",67,"NOT AVAILABLE","Same as the National average","4.0"
"GRANT MEMORIAL HOSPITAL","PETERSBURG","WV","GRANT","Critical Access Hospitals","Government - Local","True",45,"NOT AVAILABLE","Same as the National average","3.0"
"HAMILTON GENERAL HOSPITAL","HAMILTON","TX","HAMILTON","Acute Care Hospitals","Government - Hospital District or Authority","True",42,"LEVEL IV","Same as the National average","4.0"
"METHODIST CHARLTON MEDICAL CENTER","DALLAS","TX","DALLAS","Acute Care Hospitals","Voluntary non-profit - Private","True",317,"LEVEL III","Same as the National average","3.0"
"HARBORVIEW MEDICAL CENTER","SEATTLE","WA","KING","Acute Care Hospitals","Government - Local","True",413,"LEVEL I, LEVEL I PEDIATRIC, LEVEL I REHAB","Same as the National average","2.0"
"CAMDEN CLARK MEDICAL CENTER","PARKERSBURG","WV","WOOD","Acute Care Hospitals","Voluntary non-profit - Private","True",302,"LEVEL III","Same as the National average","2.0"
"GOLDEN PLAINS COMMUNITY HOSPITAL","BORGER","TX","HUTCHINSON","Critical Access Hospitals","Proprietary","True",25,"LEVEL IV","Same as the National average","3.0"
"CAPITAL MEDICAL CENTER","OLYMPIA","WA","THURSTON","Acute Care Hospitals","Voluntary non-profit - Private","True",110,"NOT AVAILABLE","Same as the National average","3.0"
"RIVER FALLS AREA HOSPITAL","RIVER FALLS","WI","PIERCE","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","4.0"
"SWEDISH MEDICAL CENTER","SEATTLE","WA","KING","Acute Care Hospitals","Voluntary non-profit - Private","True",343,"LEVEL I","Same as the National average","3.0"
"NACOGDOCHES MEDICAL CENTER","NACOGDOCHES","TX","NACOGDOCHES","Acute Care Hospitals","Voluntary non-profit - Other","True",153,"LEVEL IV","Same as the National average","3.0"
"SENTARA VIRGINIA BEACH GENERAL HOSPITAL","VIRGINIA BEACH","VA","VIRGINIA BEACH CITY","Acute Care Hospitals","Voluntary non-profit - Other","True",282,"LEVEL III","Same as the National average","3.0"
"ST AGNES HOSPITAL","FOND DU LAC","WI","FOND DU LAC","Acute Care Hospitals","Voluntary non-profit - Private","True",146,"LEVEL III","Same as the National average","3.0"
"CAMPBELL COUNTY MEMORIAL HOSPITAL","GILLETTE","WY","CAMPBELL","Acute Care Hospitals","Government - Hospital District or Authority","True",90,"ATH","Same as the National average","3.0"
"OCONOMOWOC MEMORIAL HOSPITAL","OCONOMOWOC","WI","WAUKESHA","Acute Care Hospitals","Voluntary non-profit - Other","True",156,"LEVEL III","Same as the National average","4.0"
"NOCONA GENERAL HOSPITAL","NOCONA","TX","MONTAGUE","Acute Care Hospitals","Government - Hospital District or Authority","True",38,"LEVEL IV","Same as the National average","3.0"
"LEWISGALE HOSPITAL PULASKI","PULASKI","VA","PULASKI","Acute Care Hospitals","Proprietary","True",135,"NOT AVAILABLE","Same as the National average","3.0"
"FRANKLIN WOODS COMMUNITY HOSPITAL","JOHNSON CITY","TN","WASHINGTON","Acute Care Hospitals","Voluntary non-profit - Private","True",80,"NOT AVAILABLE","Same as the National average","4.0"
"IVINSON MEMORIAL HOSPITAL","LARAMIE","WY","ALBANY","Acute Care Hospitals","Government - Hospital District or Authority","True",99,"CTH","Same as the National average","4.0"
"JOHN RANDOLPH MEDICAL CENTER","HOPEWELL","VA","HOPEWELL CITY","Acute Care Hospitals","Proprietary","True",147,"NOT AVAILABLE","Below the National average","2.0"
"DAVIS MEDICAL CENTER","ELKINS","WV","RANDOLPH","Acute Care Hospitals","Voluntary non-profit - Private","True",80,"NOT AVAILABLE","Same as the National average","3.0"
"OHIO VALLEY MEDICAL CENTER","WHEELING","WV","OHIO","Acute Care Hospitals","Voluntary non-profit - Private","True",24,"NOT AVAILABLE","Same as the National average","2.0"
"OHIO VALLEY MEDICAL CENTER","WHEELING","WV","OHIO","Acute Care Hospitals","Voluntary non-profit - Private","True",218,"NOT AVAILABLE","Same as the National average","2.0"
"PARKVIEW REGIONAL HOSPITAL","MEXIA","TX","LIMESTONE","Acute Care Hospitals","Proprietary","True",59,"LEVEL IV","Same as the National average","3.0"
"BON SECOURS MARYVIEW MEDICAL CENTER","PORTSMOUTH","VA","PORTSMOUTH CITY","Acute Care Hospitals","Voluntary non-profit - Private","True",346,"NOT AVAILABLE","Same as the National average","3.0"
"INOVA LOUDOUN HOSPITAL","LEESBURG","VA","LOUDOUN","Acute Care Hospitals","Voluntary non-profit - Private","True",183,"NOT AVAILABLE","Same as the National average","3.0"
"BAYLOR SURGICAL HOSPITAL AT LAS COLINAS","IRVING","TX","DALLAS","Acute Care Hospitals","Proprietary","True",20,"NOT AVAILABLE","Not Available","4.0"
"BAYLOR UNIVERSITY MEDICAL CENTER","DALLAS","TX","DALLAS","Acute Care Hospitals","Voluntary non-profit - Church","True",940,"LEVEL I","Below the National average","4.0"
"LONE PEAK HOSPITAL","DRAPER","UT","SALT LAKE","Acute Care Hospitals","Proprietary","True",32,"NOT AVAILABLE","Not Available","3.0"
"WHEELING HOSPITAL","WHEELING","WV","OHIO","Acute Care Hospitals","Voluntary non-profit - Church","True",223,"LEVEL II","Below the National average","2.0"
"LAUDERDALE COMMUNITY HOSPITAL","RIPLEY","TN","LAUDERDALE","Critical Access Hospitals","Proprietary","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"SENTARA LEIGH HOSPITAL","NORFOLK","VA","NORFOLK CITY","Acute Care Hospitals","Voluntary non-profit - Other","True",250,"NOT AVAILABLE","Same as the National average","4.0"
"RUTLAND REGIONAL MEDICAL CENTER","RUTLAND","VT","RUTLAND","Acute Care Hospitals","Voluntary non-profit - Other","True",123,"NOT AVAILABLE","Same as the National average","3.0"
"ORTHOPAEDIC HOSPITAL OF WISCONSIN","GLENDALE","WI","MILWAUKEE","Acute Care Hospitals","Voluntary non-profit - Other","False",30,"NOT AVAILABLE","Not Available","5.0"
"UNITED REGIONAL HEALTH CARE SYSTEM","WICHITA FALLS","TX","WICHITA","Acute Care Hospitals","Voluntary non-profit - Private","True",325,"LEVEL II","Below the National average","4.0"
"TRISTAR SOUTHERN HILLS MEDICAL CENTER","NASHVILLE","TN","DAVIDSON","Acute Care Hospitals","Proprietary","True",126,"NOT AVAILABLE","Same as the National average","3.0"
"LEWISGALE HOSPITAL MONTGOMERY","BLACKSBURG","VA","MONTGOMERY","Acute Care Hospitals","Proprietary","True",146,"LEVEL III","Below the National average","2.0"
"MERCY HEALTH SYSTEM CORP","JANESVILLE","WI","ROCK","Acute Care Hospitals","Voluntary non-profit - Private","True",240,"LEVEL II","Same as the National average","3.0"
"COLUMBUS COMMUNITY HOSPITAL","COLUMBUS","TX","COLORADO","Acute Care Hospitals","Voluntary non-profit - Private","True",40,"LEVEL IV","Same as the National average","3.0"
"COLUMBUS COMMUNITY HOSPITAL","COLUMBUS","TX","COLORADO","Acute Care Hospitals","Voluntary non-profit - Private","True",51,"LEVEL III","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",112,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",14,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",24,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",345,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",67,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",83,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",25,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",25,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",34,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","GONZALES","TX","GONZALES","Acute Care Hospitals","Government - Hospital District or Authority","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"RIPON MEDICAL CENTER","RIPON","WI","FOND DU LAC","Critical Access Hospitals","Voluntary non-profit - Private","True",18,"LEVEL IV","Same as the National average","4.0"
"LOGAN REGIONAL MEDICAL CENTER","LOGAN","WV","LOGAN","Acute Care Hospitals","Proprietary","True",140,"LEVEL IV","Above the National average","3.0"
"BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","LLANO","TX","LLANO","Acute Care Hospitals","Voluntary non-profit - Private","True",30,"LEVEL IV","Same as the National average","4.0"
"VERNON MEMORIAL HOSPITAL","VIROQUA","WI","VERNON","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Not Available","4.0"
"RIVERTON HOSPITAL","RIVERTON","UT","SALT LAKE","Acute Care Hospitals","Voluntary non-profit - Private","True",97,"NOT AVAILABLE","Not Available","4.0"
"SAMARITAN HOSPITAL","MOSES LAKE","WA","GRANT","Acute Care Hospitals","Government - Hospital District or Authority","True",123,"NOT AVAILABLE","Same as the National average","3.0"
"SAMARITAN HOSPITAL","MOSES LAKE","WA","GRANT","Acute Care Hospitals","Government - Hospital District or Authority","True",212,"NOT AVAILABLE","Same as the National average","3.0"
"MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS","FRIENDSHIP","WI","ADAMS","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Not Available","4.0"
"MEMORIAL HOSPITAL OF CONVERSE COUNTY","DOUGLAS","WY","CONVERSE","Critical Access Hospitals","Voluntary non-profit - Other","True",25,"CTH","Not Available","3.0"
"PETERSON REGIONAL MEDICAL CENTER","KERRVILLE","TX","KERR","Acute Care Hospitals","Voluntary non-profit - Private","True",124,"NOT AVAILABLE","Below the National average","3.0"
"GRANT REGIONAL HEALTH CENTER","LANCASTER","WI","GRANT","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Not Available","4.0"
"SHENANDOAH MEMORIAL HOSPITAL","WOODSTOCK","VA","SHENANDOAH","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","4.0"
"MEMORIAL HOSPITAL","DUMAS","TX","MOORE","Acute Care Hospitals","Government - Hospital District or Authority","True",112,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","DUMAS","TX","MOORE","Acute Care Hospitals","Government - Hospital District or Authority","True",14,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","DUMAS","TX","MOORE","Acute Care Hospitals","Government - Hospital District or Authority","True",24,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","DUMAS","TX","MOORE","Acute Care Hospitals","Government - Hospital District or Authority","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","DUMAS","TX","MOORE","Acute Care Hospitals","Government - Hospital District or Authority","True",345,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","DUMAS","TX","MOORE","Acute Care Hospitals","Government - Hospital District or Authority","True",67,"LEVEL IV","Same as the National average","4.0"
"MEMORIAL HOSPITAL","DUMAS","TX","MOORE","Acute Care Hospitals","Government - Hospital District or Authority","True",83,"NOT AVAILABLE","Same as the National average","4.0"
